Anio;Dep Id;Dep Nombre;Mun Id;Mun Nombre;VER ID;VER NOMBRE;Ubicacion;AGPRE NOMBRE;Cantidad Muestras;Promedio;Nivel de Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52323;GUALMATAN;52323504; PANECILLO;RURAL;JUNTA ADMINISTRADORA SECTOR CRUZ PANECILLO;2;45,6204;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52323;GUALMATAN;52323505;DOS CAMINOS;RURAL;JUNTA ADMINISTRADORA LOCAL DEL ACUEDUCTO Y ALCANTARILLADO DE LA LOCALIDAD DE DOS CAMINOS MUNICIPIO DE GUALMATAN;1;8,7591;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;RURAL;ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO DE CUATIS;2;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;URBANO;ADMINISTRACIÓN PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO AGUAS DEL FRAILEJON ESP;3;30,1335;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;RURAL;ADMINISTRACIÓN PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO AGUAS DEL FRAILEJON ESP;6;20,073;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;RURAL;JUNTA ADMINISTRADORA COFRADIA CAMINO VIEJO;2;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52323;GUALMATAN;52323502; CHARANDU;RURAL;JUNTA ADMINISTRADORA DEL SISTEMA DE ACUEDUTO DOMESTICO Y AGROPECUARIO DE LA VEREDA CHARANDU;1;100;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;52323508;SAN ANTONIO;RURAL;JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SAN ANTONIO MUNICIPIO DE GUALMATAN;1;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;RURAL;ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO DE CUATIS;2;29,1971;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;RURAL;JUNTA ADMINISTRADORA COFRADIA CAMINO VIEJO;2;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;URBANO;ADMINISTRACIÓN PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO AGUAS DEL FRAILEJON ESP;4;14,706;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;52323503; LOS CEDROS;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO LOS CEDROS;1;69,343;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;52323502; CHARANDU;RURAL;JUNTA ADMINISTRADORA DEL SISTEMA DE ACUEDUTO DOMESTICO Y AGROPECUARIO DE LA VEREDA CHARANDU;1;69,343;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;52323505;DOS CAMINOS;RURAL;JUNTA ADMINISTRADORA LOCAL DEL ACUEDUCTO Y ALCANTARILLADO DE LA LOCALIDAD DE DOS CAMINOS MUNICIPIO DE GUALMATAN;1;67,1532;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52323;GUALMATAN;523230000;SIN DATO;RURAL;ADMINISTRACIÓN PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO AGUAS DEL FRAILEJON ESP;4;15,6633;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;523520000;SIN DATO;URBANO;ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE ILES EMCOILES ESP;8;21,5847;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352001;ALTO DEL REY;RURAL;JUNTA DE ACCIÓN COMUNAL DE LA VEREDA ALTO DEL REY ;3;54,2579;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352010;LA ESPERANZA;RURAL;ASOCIACION DE JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA LA ESPERANZA MUNICIPIO DE ILES;1;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352004;EL CARMEN;RURAL;J. A. C SECCION EL CARMEN;1;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352020;VILLA NUEVA;RURAL;JUNTA DE ACCION COMUNAL  DE LA VEREDA  VILLA NUEVA;2;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352002;BOLÍVAR;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA BOLIVAR;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352021;VEREDA YARQUI;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA EL YARQUI MUNICIPIO DE ILES;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352025;EL CAPULÍ PANAMERICANO;RURAL;JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL CAPULI PANAMERICANO;1;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352029;SALADO;RURAL;JUNTA DE ACCION COMUNAL VEREDA EL SALADO MUNICIPIO DE ILES;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352015;SAN FRANCISCO;RURAL;JUNTA DE ACCION COMUNAL VEREDA SAN FRANCISCO MUNICIPIO DE ILES;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352014;SAN ANTONIO;RURAL;JUNTA DE ACCION COMUNAL VEREDA SAN ANTONIO;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52352;ILES;52352017;VEREDA TABLÓN ALTO;RURAL;JUNTA DE ACCION COMUNAL VEREDA TABLON ALTO MUNICIPIO DE ILES;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352016;SAN JAVIER;RURAL;ASOCIACION DE JUNTA ADMINISTRADORA DEL ACUEDUCTO SAN JAVIER;2;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352005;EL COMÚN;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA EL COMUN;1;54,7445;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352021;VEREDA YARQUI;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA EL YARQUI MUNICIPIO DE ILES;1;67,1532;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352020;VILLA NUEVA;RURAL;JUNTA DE ACCION COMUNAL  DE LA VEREDA  VILLA NUEVA;2;40,146;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352016;SAN JAVIER;RURAL;ASOCIACION DE JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA SAN JAVIER;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352011;LOMA ALTA;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA LOMA ALTA ;2;80,2919;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352008;EL ROSARIO;RURAL;JUNTA DE ACCION COMUNAL VEREDA EL ROSARIO DEL MUNICIPIO DE ILES;2;40,146;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352023;ISCUAZAN QUITASOL;RURAL;ASOCIACION DE JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA ISCUAZAN-QUITASOL;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352001;ALTO DEL REY;RURAL;JUNTA DE ACCIÓN COMUNAL DE LA VEREDA ALTO DEL REY ;4;49,27;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352026;EL TABLÓN;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA EL TABLON;2;40,146;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352014;SAN ANTONIO;RURAL;JUNTA DE ACCION COMUNAL VEREDA SAN ANTONIO;2;74,8175;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352024;URBANO;RURAL;JUNTA DE ACCION COMUNAL VEREDA URBANO;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352506;TAMBURAN;RURAL;JUNTA ADMINISTRADORA DE LA VEREDA TAMBURAN;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352028;MIRADOR DE LOS ANDES;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO URBANIZACION MIRADOR DE LOS ANDES MUNICIPIO DE ILES;2;79,197;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352002;BOLÍVAR;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA BOLIVAR;3;49,1484;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352007;EL PORVENIR;RURAL;ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA EL PORVENIR MUNICIPIO DE ILES;1;89,051;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352003;CAPULÍ;RURAL;JUNTA ADMINISTRADORA DEL ACUEDUCTO DEL SECTOR EL CAPULI BAJO MUNICIPIO DE ILES;1;22,5563;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352025;EL CAPULÍ PANAMERICANO;RURAL;JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL CAPULI PANAMERICANO;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352004;EL CARMEN;RURAL;J. A. C SECCION EL CARMEN;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;523520000;SIN DATO;URBANO;ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE ILES EMCOILES ESP;4;27,4407;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352015;SAN FRANCISCO;RURAL;JUNTA DE ACCION COMUNAL VEREDA SAN FRANCISCO MUNICIPIO DE ILES;1;80,2919;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352006;EL MIRADOR;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA EL MIRADOR;2;51,0949;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352029;SALADO;RURAL;JUNTA DE ACCION COMUNAL VEREDA EL SALADO MUNICIPIO DE ILES;1;80,2919;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352010;LA ESPERANZA;RURAL;ASOCIACION DE JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA LA ESPERANZA MUNICIPIO DE ILES;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352012;LOMA DE ARGOTYS;RURAL;JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA LOMA DE ARGOTYS;2;50;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352017;VEREDA TABLÓN ALTO;RURAL;JUNTA DE ACCION COMUNAL VEREDA TABLON ALTO MUNICIPIO DE ILES;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52352;ILES;52352013;ROSARIO OCCIDENTE;RURAL;JUNTA DE ACCION COMUNAL DE LA VEREDA ROSARIO OCCIDENTE;3;67,8831;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354013;PESCADILLO;RURAL;ASOCIACIÓN DE USUARIOS DE ACUEDUCTO  EL PESCADILLO;2;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;523540000;SIN DATO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO  PILCUAN VIEJO;1;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354017;SAN ISIDRO;RURAL;JUNTA DE ACCION COMUNAL VEREDA SAN ISIDRO ALTO;1;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354007;EL ALIZAL;RURAL;ASOCIACIÓN DE USUARIOS ADMINISTRADORA DE ACUEDUCTO  ASCOALIZAL;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354014;PILCUAN;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO  PILCUAN LA RECTA;1;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354012;IMBUED;RURAL;JUNTA DE ACCION COMUNAL VEREDA IMBUED 1;2;62,0438;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;523540000;SIN DATO;URBANO;ASOCIACIÓN DE USUARIOS DE LOS SERVICIOS PÚBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL CASCO URBANO DEL MUNICIPIO DE IMUES;4;16,3446;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;523540000;SIN DATO;RURAL;JUNTA DE ACCIÓN COMUNAL VEREDA CAMUESTES;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354010;EL PORTACHUELO;RURAL;JUNTA ACCION COMUNAL VEREDA EL PORTACHUELO;1;82,4817;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;523540000;SIN DATO;RURAL;ASOCIACIÓN DE USUARIOS DE LOS SERVICIOS PÚBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL CASCO URBANO DEL MUNICIPIO DE IMUES;1;21,5827;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354003;CAMPO ALEGRE;RURAL;ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO VENCEDORES CAMPO ALEGRE;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354020;SANTA ANA;RURAL;ASOCIACION DE USUARIOS DE ACUEDUCTO SANTA ANA;2;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354006;CUARCHUD;RURAL;JUNTA DE ACCION COMUNAL VEREDA CUARCHUD ALTO;1;43,7956;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52354;IMUES;52354022;SILAMAG;RURAL;JUNTA DE ACCION COMUNAL VEREDA SILAMA;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52354;IMUES;52354021;SANTA ROSA;RURAL;JUNTA ASO SANTA ROSA VEREDA SANTA ROSA;2;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52354;IMUES;52354003;CAMPO ALEGRE;RURAL;ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO VENCEDORES CAMPO ALEGRE;2;51,7205;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52354;IMUES;52354020;SANTA ANA;RURAL;ASOCIACION DE USUARIOS DE ACUEDUCTO SANTA ANA;2;39,4161;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52354;IMUES;523540000;SIN DATO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO  PILCUAN VIEJO;2;10,9489;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
